Species3,Family3,Order3,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Melanerpes hypopolius,Picidae,Piciformes,AVIBASE-9CE9EDF7,0,Fr,FGL,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,8,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes lewis,Picidae,Piciformes,AVIBASE-E7C9A1F5,0,In,Generalist,0,0,20,20,0,60,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,36,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes portoricensis,Picidae,Piciformes,AVIBASE-B63209E6,0,In,IVS,0,10,0,10,10,70,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes pucherani,Picidae,Piciformes,AVIBASE-8078C2CF,0,In,Generalist,0,0,10,10,20,60,0,0,0,0,0,0,0,0,0,10,10,0,0,20,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes pulcher,Picidae,Piciformes,AVIBASE-BD195A4B,0,In,Generalist,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,12,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes pygmaeus,Picidae,Piciformes,AVIBASE-3F247BBA,0,In,IVS,0,0,10,0,30,60,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes radiolatus,Picidae,Piciformes,AVIBASE-55134E01,0,Omnivore,Generalist,0,0,0,0,50,40,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Melanerpes rubricapillus,Picidae,Piciformes,AVIBASE-6F6D0E72,0,In,IVS,0,0,10,0,30,60,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes striatus,Picidae,Piciformes,AVIBASE-3E7320BD,0,In,Generalist,0,0,10,10,20,60,0,0,0,0,0,0,0,0,0,10,10,0,0,20,0,0,12,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes superciliaris,Picidae,Piciformes,AVIBASE-0B09B2B5,0,In,Generalist,0,0,0,0,30,60,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,48,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0
Melanerpes uropygialis,Picidae,Piciformes,AVIBASE-377525FA,0,Omnivore,Generalist,0,0,10,10,20,40,0,20,0,0,0,0,0,0,0,10,10,0,0,20,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0
Mesopicos elliotii,Picidae,Piciformes,AVIBASE-420A6ADC,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesopicos goertae,Picidae,Piciformes,AVIBASE-E5DF48FC,0,In,IVS,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,72,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesopicos griseocephalus,Picidae,Piciformes,AVIBASE-02E004AD,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulleripicus fulvus,Picidae,Piciformes,AVIBASE-8D1CF2FF,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulleripicus funebris,Picidae,Piciformes,AVIBASE-009C0626,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulleripicus pulverulentus,Picidae,Piciformes,AVIBASE-F6ED89EE,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nesoctites micromegas,Picidae,Piciformes,AVIBASE-72680E64,0,In,Generalist,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides albolarvatus,Picidae,Piciformes,AVIBASE-6C74415D,0,In,Generalist,0,0,10,20,0,70,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,7,0,0,49,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides arcticus,Picidae,Piciformes,AVIBASE-6BDADC9C,0,In,IVS,0,0,10,10,10,70,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides arizonae,Picidae,Piciformes,AVIBASE-0DA5CC35,0,In,IVS,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,16,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides borealis,Picidae,Piciformes,AVIBASE-0BFCAE79,0,In,IVS,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,7,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides dorsalis,Picidae,Piciformes,AVIBASE-94C06638,0,In,IVS,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides fumigatus,Picidae,Piciformes,AVIBASE-5481FBB2,0,In,IVS,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides nuttallii,Picidae,Piciformes,AVIBASE-FA087E52,0,In,Generalist,0,0,10,10,10,70,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,7,0,0,56,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides pubescens,Picidae,Piciformes,AVIBASE-1B2A6386,0,In,IVS,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides scalaris,Picidae,Piciformes,AVIBASE-2CE418F2,0,In,IVS,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides stricklandi,Picidae,Piciformes,AVIBASE-97F0A2DF,0,In,Generalist,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,24,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides tridactylus,Picidae,Piciformes,AVIBASE-68A24A4D,0,In,IVS,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides villosus,Picidae,Piciformes,AVIBASE-9D06AF89,0,In,Generalist,0,0,10,10,10,70,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,56,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus aurulentus,Picidae,Piciformes,AVIBASE-00CCDD79,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus callopterus,Picidae,Piciformes,AVIBASE-5C2BF5D0,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus chrysochloros,Picidae,Piciformes,AVIBASE-3EB825D5,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus flavigula,Picidae,Piciformes,AVIBASE-7DC1431E,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus leucolaemus,Picidae,Piciformes,AVIBASE-B18AF355,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus litae,Picidae,Piciformes,AVIBASE-276D7F5E,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piculus simplex,Picidae,Piciformes,AVIBASE-F68D8D7F,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus albosquamatus,Picidae,Piciformes,AVIBASE-5725BD3D,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus aurifrons,Picidae,Piciformes,AVIBASE-5095CDB1,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus castelnau,Picidae,Piciformes,AVIBASE-8F8E0C78,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus cinnamomeus,Picidae,Piciformes,AVIBASE-5945045B,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus cirratus,Picidae,Piciformes,AVIBASE-81D359BF,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus dorbignyanus,Picidae,Piciformes,AVIBASE-4E4CAAFD,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus exilis,Picidae,Piciformes,AVIBASE-8D12FB60,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus fulvescens,Picidae,Piciformes,AVIBASE-27668376,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus fuscus,Picidae,Piciformes,AVIBASE-A8A08F59,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus granadensis,Picidae,Piciformes,AVIBASE-2A87E89C,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus innominatus,Picidae,Piciformes,AVIBASE-2458C837,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus lafresnayi,Picidae,Piciformes,AVIBASE-53386238,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus limae,Picidae,Piciformes,AVIBASE-482F119E,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus minutissimus,Picidae,Piciformes,AVIBASE-3E2A08BA,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus nebulosus,Picidae,Piciformes,AVIBASE-2F1E9B61,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus nigropunctatus,Picidae,Piciformes,AVIBASE-242AA3B7,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus olivaceus,Picidae,Piciformes,AVIBASE-B190788A,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus pumilus,Picidae,Piciformes,AVIBASE-EF29D637,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus pygmaeus,Picidae,Piciformes,AVIBASE-13CA5483,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus rufiventris,Picidae,Piciformes,AVIBASE-15C88984,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus sclateri,Picidae,Piciformes,AVIBASE-1C0BC077,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus spilogaster,Picidae,Piciformes,AVIBASE-58A28C6E,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus squamulatus,Picidae,Piciformes,AVIBASE-45A0E97D,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus steindachneri,Picidae,Piciformes,AVIBASE-2722C728,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus subtilis,Picidae,Piciformes,AVIBASE-70C56ABF,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus temminckii,Picidae,Piciformes,AVIBASE-52B00F21,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picumnus varzeae,Picidae,Piciformes,AVIBASE-1411CF3B,1,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus awokera,Picidae,Piciformes,AVIBASE-F60C59CD,0,In,Generalist,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus canus,Picidae,Piciformes,AVIBASE-132636AC,0,In,Generalist,0,0,10,10,10,70,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,49,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus chlorolophus,Picidae,Piciformes,AVIBASE-E9C639F2,0,In,IVS,0,0,10,0,10,80,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,64,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus erythropygius,Picidae,Piciformes,AVIBASE-12CA8603,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus flavinucha,Picidae,Piciformes,AVIBASE-B122779F,0,In,IVS,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus mentalis,Picidae,Piciformes,AVIBASE-B808848F,0,In,IVS,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus mineaceus,Picidae,Piciformes,AVIBASE-05CFB3D1,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus puniceus,Picidae,Piciformes,AVIBASE-3425FAE7,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus rabieri,Picidae,Piciformes,AVIBASE-D7A3CD4F,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus squamatus,Picidae,Piciformes,AVIBASE-886871E9,0,In,Generalist,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,56,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus vaillantii,Picidae,Piciformes,AVIBASE-42CF31E9,0,In,IGG,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,27,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus viridanus,Picidae,Piciformes,AVIBASE-FDE08471,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus viridis,Picidae,Piciformes,AVIBASE-3D0793B8,0,In,IGG,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus vittatus,Picidae,Piciformes,AVIBASE-6808E3D4,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus xanthopygaeus,Picidae,Piciformes,AVIBASE-8B89B332,0,In,Generalist,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Reinwardtipicus validus,Picidae,Piciformes,AVIBASE-05714481,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasia abnormis,Picidae,Piciformes,AVIBASE-3E246B6D,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasia africana,Picidae,Piciformes,AVIBASE-C4DFB5E3,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasia ochracea,Picidae,Piciformes,AVIBASE-E577AC45,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphyrapicus nuchalis,Picidae,Piciformes,AVIBASE-20F4B01D,0,Omnivore,Generalist,0,0,30,10,10,50,0,0,0,0,0,0,0,0,0,30,10,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphyrapicus ruber,Picidae,Piciformes,AVIBASE-52F63879,0,In,IVS,0,30,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphyrapicus thyroideus,Picidae,Piciformes,AVIBASE-28A4DA76,0,In,Generalist,0,0,20,0,20,60,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,12,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphyrapicus varius,Picidae,Piciformes,AVIBASE-9BE68BD3,0,Omnivore,Generalist,0,0,30,10,10,50,0,0,0,0,0,0,0,0,0,30,10,0,0,10,0,0,10,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Thripias namaquus,Picidae,Piciformes,AVIBASE-77D82F60,0,In,IVS,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0
Thripias pyrrhogaster,Picidae,Piciformes,AVIBASE-8E989334,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thripias xantholophus,Picidae,Piciformes,AVIBASE-2700C97D,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis affinis,Picidae,Piciformes,AVIBASE-E6263EA8,0,In,IVS,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis callonotus,Picidae,Piciformes,AVIBASE-3AA3F6E4,0,In,IVS,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,81,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis cassini,Picidae,Piciformes,AVIBASE-C17751ED,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis chocoensis,Picidae,Piciformes,AVIBASE-BFB999B1,0,In,IVS,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis dignus,Picidae,Piciformes,AVIBASE-34E5F17C,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis frontalis,Picidae,Piciformes,AVIBASE-3CB11881,0,In,IVS,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis kirkii,Picidae,Piciformes,AVIBASE-CB586CF6,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis lignarius,Picidae,Piciformes,AVIBASE-D205DDEE,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis maculifrons,Picidae,Piciformes,AVIBASE-EA9E9A2D,0,In,IVS,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis mixtus,Picidae,Piciformes,AVIBASE-88632649,0,In,IVS,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis nigriceps,Picidae,Piciformes,AVIBASE-FED6FBFC,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis passerinus,Picidae,Piciformes,AVIBASE-898101E6,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis sanguineus,Picidae,Piciformes,AVIBASE-5BC09062,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veniliornis spilogaster,Picidae,Piciformes,AVIBASE-68000D95,0,In,IVS,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiphidiopicus percussus,Picidae,Piciformes,AVIBASE-3DC3684D,0,In,IVS,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Andigena cucullata,Ramphastidae,Piciformes,AVIBASE-D5746888,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andigena hypoglauca,Ramphastidae,Piciformes,AVIBASE-B02554D8,0,Fr,FGL,0,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Andigena laminirostris,Ramphastidae,Piciformes,AVIBASE-2EF3405B,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Andigena nigrirostris,Ramphastidae,Piciformes,AVIBASE-64516AE0,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
